Date,Track,Race,Plc,Rug,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,Sire,Dam,SP
"Saturday, May 10",Dubbo (NSW),6,5,Rug 4,Spring Focus (4),Gregory Board,30.61,7.00,4.56,56665,29.7kg,Feral Franky,Spring Kono,$5.50
"Saturday, May 10",Dubbo (NSW),6,6,Rug 1,Nangar Polly (1),Dennis Barnes,30.67,7.75,4.56,34456,22.7kg,Fernando Bale,Nangar Gold,$3.90
"Saturday, May 10",Dubbo (NSW),6,7,Rug 6,Greener Pastures (6),Rebecca Baker,30.78,9.25,4.50,47777,29.2kg,Sennachie,Benidorm,$15.00
"Saturday, May 10",Dubbo (NSW),7,1,Rug 1,Sooty Keeping (1),Charmaine Roberts,29.55,0.00,4.43,11111,27.7kg,Feral Franky,Rema's Jade,$1.28
"Saturday, May 10",Dubbo (NSW),7,2,Rug 4,Speedy Pie (4),Jason Magri,29.72,2.25,4.52,42222,26.8kg,Fernando Bale,Sweet City Woman,$5.50
"Saturday, May 10",Dubbo (NSW),7,3,Rug 2,Orana Ringo (2),Robert Ingram,29.81,3.75,4.53,23333,29.5kg,Taken King,Winlock Sunshine,$101.00
"Saturday, May 10",Dubbo (NSW),7,4,Rug 8,Walk The Talk (8),Scott Farley,30.15,8.50,4.48,74444,29.7kg,Flying Ricciardo,Talk About Katie,$10.00
"Saturday, May 10",Dubbo (NSW),7,5,Rug 7,Swift Bonnie (7),Graham Pickering,30.18,9.00,4.60,67775,25.9kg,Bernardo,Larrakeyah Lady,$34.00
"Saturday, May 10",Dubbo (NSW),7,6,Rug 3,Miss Zig Zag (3),Sydney Swain,30.29,10.50,4.45,36666,26.9kg,Fernando Bale,Classy Aria,$9.00
"Saturday, May 10",Dubbo (NSW),7,7,Rug 6,Kiwi Harry (6),Jay Opetaia,30.38,11.75,4.59,55557,31.8kg,Fernando Bale,Lala Kiwi,$13.00
"Saturday, May 10",Dubbo (NSW),8,1,Rug 4,Gets Late Early (4),Melinda Finn,29.49,0.00,4.41,32221,26.0kg,Flying Ricciardo,Poco Dorado,$4.60
"Saturday, May 10",Dubbo (NSW),8,2,Rug 1,Zipping Kristoff (1),Jason Magri,29.51,0.25,4.43,11112,30.2kg,Aston Rupee,Zipping Lena,$1.85
"Saturday, May 10",Dubbo (NSW),8,3,Rug 2,Let's Go Legend (2),Gary Mitchell,29.93,6.25,4.49,23333,31.0kg,Fernando Bale,Savannah,$10.00
"Saturday, May 10",Dubbo (NSW),8,4,Rug 7,Zig Zag Man (7),Sydney Swain,29.94,6.25,4.65,77774,32.5kg,Fernando Bale,Julia Mulwee,$6.00
"Saturday, May 10",Dubbo (NSW),8,5,Rug 6,Laura Keeping (6),Jay Opetaia,30.06,8.25,4.46,45555,27.7kg,Fernando Bale,Ruby Keeping,$4.20
"Saturday, May 10",Dubbo (NSW),8,6,Rug 3,Grand Artist (3),Alan Provest,30.07,8.25,4.55,54446,24.3kg,Mepunga Blazer,She's Grand,$101.00
"Saturday, May 10",Dubbo (NSW),8,7,Rug 8,Spring Eureka (8),Scott Board,30.28,11.25,4.58,66667,31.5kg,Fernando Bale,Spring Barty,$101.00
"Saturday, May 10",Dubbo (NSW),9,1,Rug 7,Black Myth Wave (7),Victor Sultana,29.66,0.00,4.39,31111,29.2kg,Feral Franky,Sky Wave,$2.10
"Saturday, May 10",Dubbo (NSW),9,2,Rug 4,Swift Bree (4),Graham Pickering,30.11,6.25,4.59,75422,26.5kg,Brad Hill Billy,Ferrero Miss,$31.00
"Saturday, May 10",Dubbo (NSW),9,3,Rug 5,Overflow Jill (5),Craig Chappelow,30.11,6.25,4.50,22233,28.7kg,Fernando Bale,Sweet City Woman,$11.00
"Saturday, May 10",Dubbo (NSW),9,4,Rug 6,Canya Sapphire (6),Jason Magri,30.13,6.50,4.50,44344,29.2kg,Bernardo,Opal Rocks,$3.10
"Saturday, May 10",Dubbo (NSW),9,5,Rug 2,Talk About Class (2),Raymond Smith,30.13,6.50,4.65,66655,35.8kg,Feral Franky,Midnight Flash,$12.00
"Saturday, May 10",Dubbo (NSW),9,6,Rug 3,Chuck Keeping (3),Charmaine Roberts,30.22,8.00,4.47,13566,33.5kg,Collision,Miss Ezmae,$6.00
"Saturday, May 10",Dubbo (NSW),9,7,Rug 8,Scatter Dunn (8),Jay Opetaia,30.25,8.25,4.65,88777,31.3kg,Aussie Infrared,Nikolina,$14.00
"Saturday, May 10",Dubbo (NSW),9,8,Rug 1,Irinka Ruby (1),Kirralee Woodhead,30.50,12.00,4.61,57888,25.8kg,Feral Franky,Midnight Flash,$51.00
"Saturday, May 10",Dubbo (NSW),10,1,Rug 4,Both Bowers Ace (4),Melinda Finn,29.89,0.00,4.47,34431,32.4kg,Flying Ricciardo,Poco Dorado,$7.50
"Saturday, May 10",Dubbo (NSW),10,2,Rug 6,Warlord Nev (6),Nevyl Hand,29.96,1.00,4.42,52212,31.8kg,Aston Dee Bee,Bandit Bonnie,$13.00
"Saturday, May 10",Dubbo (NSW),10,3,Rug 1,Sammy Ethan (1),Mark Gatt,30.06,2.25,4.44,11123,29.2kg,Fernando Bale,Vicki's Queen,$3.00
"Saturday, May 10",Dubbo (NSW),10,4,Rug 8,Let's Go Frosty (8),Gary Mitchell,30.23,4.75,4.44,73344,31.4kg,Fernando Bale,Savannah,$6.00
"Saturday, May 10",Dubbo (NSW),10,5,Rug 3,Kangaroo Jack (3),Sydney Swain,30.31,6.00,4.49,46555,34.4kg,Blue Moon Rising,Jack's Girl,$10.00
"Saturday, May 10",Dubbo (NSW),10,6,Rug 7,Midnight Money (7),Raymond Smith,30.53,9.25,4.51,67666,33.8kg,Feral Franky,Midnight Flash,$51.00
"Saturday, May 10",Dubbo (NSW),10,7,Rug 2,Robert Keeping (2),Jason Magri,30.75,12.25,4.45,25777,31.7kg,Fernando Bale,Ruby Keeping,$2.15
"Saturday, May 10",Dubbo (NSW),11,1,Rug 1,Out Of Style (1),Christopher Kedwell,29.95,0.00,,13331,24.8kg,Aston Rupee,Fire On Ice,$5.50
"Saturday, May 10",Dubbo (NSW),11,2,Rug 4,Vista Yttrium (4),Jay Opetaia,30.08,1.75,,52212,36.1kg,Aston Rupee,Gypsy Vista,$2.60
"Saturday, May 10",Dubbo (NSW),11,3,Rug 7,George Taro (7),Daniel Foley,30.25,4.25,,45553,32.1kg,Fernando Bale,Queen Taro,$61.00
"Saturday, May 10",Dubbo (NSW),11,4,Rug 2,Overflow Beau (2),Craig Chappelow,30.40,6.25,,24444,34.3kg,Fernando Bale,Sweet City Woman,$2.40
"Saturday, May 10",Dubbo (NSW),11,5,Rug 8,Fancy Mal (8),Graham Pickering,30.41,6.50,,77775,32.2kg,Aston Dee Bee,Nangar Silk,$26.00
"Saturday, May 10",Dubbo (NSW),11,6,Rug 6,Ash Tray Change (6),Carrie Edwards,30.55,8.50,,66666,32.1kg,Zipping Garth,Mrs Brown,$41.00
"Saturday, May 10",Dubbo (NSW),11,7,Rug 3,Chief Lightning (3),Jason Magri,30.59,9.25,,31127,34.3kg,Fernando Bale,Sweet City Woman,$5.00
"Saturday, May 10",Dubbo (NSW),12,1,Rug 4,Red Rock Rose (4),Graham Pickering,23.16,0.00,9.09,111,27.2kg,Sennachie,Benidorm,$3.00
"Saturday, May 10",Dubbo (NSW),12,2,Rug 6,Spring Grim (6),Gregory Board,23.30,2.00,9.28,732,33.7kg,Feral Franky,Spring Kono,$3.80
"Saturday, May 10",Dubbo (NSW),12,3,Rug 1,Katie Keeping (1),Justin Pickering,23.49,4.75,9.22,443,25.1kg,Fernando Bale,Georgia Keeping,$5.50
"Saturday, May 10",Dubbo (NSW),12,4,Rug 3,Little King (3),Errol Hughes,23.55,5.50,9.32,654,33.1kg,Mount Hope,Danyo's Sarah,$6.00
"Saturday, May 10",Dubbo (NSW),12,5,Rug 2,Buster Miller (2),Carrie Edwards,23.66,7.00,9.41,865,30.6kg,Zipping Garth,Mrs Brown,$7.00
"Saturday, May 10",Dubbo (NSW),12,6,Rug 7,Polished Opal (7),Dobrivoje Stojanov,23.82,9.25,9.26,276,32.1kg,Sennachie,Struck Opal,$12.00
"Saturday, May 10",Dubbo (NSW),12,7,Rug 8,Bullet The Brute (8),Samantha Ashman,23.93,11.00,9.29,387,28.4kg,Aussie Infrared,She Has Style,$26.00
"Saturday, May 10",Dubbo (NSW),12,8,Rug 5,Explode Opal (5),Dobrivoje Stojanov,23.99,11.75,9.26,528,34.6kg,Sennachie,Struck Opal,$7.00
"Saturday, May 10",Dubbo (NSW),12,SCR,Rug 9,Valley Cash,Nevyl Hand,,,,,,Tommy Shelby,Cash Magic,
"Saturday, May 10",Muswellbrook (NSW),1,1,Rug 3,Whiskey Red (3),Graeme Ball,19.75,0.00,,451,31.4kg,Whiskey Riot,Little Prospect,$9.00
"Saturday, May 10",Muswellbrook (NSW),1,2,Rug 7,Storyline (7),Natina Howard,19.77,0.25,,132,27.6kg,Jungle Deuce,Nangar Gift,$1.55
"Saturday, May 10",Muswellbrook (NSW),1,3,Rug 8,Jean's Rum (8),Peter Passfield,20.08,4.75,,313,27.9kg,Flying Ricciardo,Piper Archer,$4.40
"Saturday, May 10",Muswellbrook (NSW),1,4,Rug 4,Ironbark Boy (4),Meredith Verhagen,20.12,5.25,,224,32.6kg,Houdini Boy,Super Cute,$23.00
"Saturday, May 10",Muswellbrook (NSW),1,5,Rug 5,My Nadine (5),James Goddard,20.26,7.25,,545,28.4kg,Fabregas,Jilly Keeping,$91.00
"Saturday, May 10",Muswellbrook (NSW),1,6,Rug 1,Banjo's Fernando (1),Lisa Fitton,20.26,7.25,,666,27.7kg,Fernando Bale,Banjo's Rival,$7.00
"Saturday, May 10",Muswellbrook (NSW),1,7,Rug 2,Ivy Star (2),Peter Johnston,20.70,13.50,,777,26.8kg,Koblenz,Fab Mulwee,$8.50
"Saturday, May 10",Muswellbrook (NSW),1,8,Rug 6,Fearless Ink (6),Amber Capper,20.78,14.50,,888,23.0kg,Aston Rupee,Lava You Beauty,$23.00
"Saturday, May 10",Muswellbrook (NSW),1,SCR,Rug 9,Chatham Rose,Thomas Campbell,,,,,,Fast Times,Don't Knocka Gee,
"Saturday, May 10",Muswellbrook (NSW),1,SCR,Rug 10,Sasha Maree,Brian Smoothy,,,,,,Ando's Mac,Heidi's Jewel,
"Saturday, May 10",Muswellbrook (NSW),2,1,Rug 1,Real World (1),Sarah Fellowes,19.90,0.00,,211,27.5kg,Koblenz,Hot Platter,$2.70
"Saturday, May 10",Muswellbrook (NSW),2,2,Rug 4,Lornett Swift (4),Dean Clarson,19.99,1.25,,822,26.4kg,Aston Rupee,French Vanilla,$6.00
"Saturday, May 10",Muswellbrook (NSW),2,3,Rug 3,Mighty Mischief (3),Jennifer Oates,20.31,5.75,,443,27.2kg,Aussie Infrared,China O'brien,$4.40
"Saturday, May 10",Muswellbrook (NSW),2,4,Rug 6,Tommie's Bride (6),Brian Smoothy,20.47,8.25,,734,26.5kg,Tommy Shelby,Pop The Confetti,$4.80
"Saturday, May 10",Muswellbrook (NSW),2,5,Rug 5,Faith In Nanny (5),Scott Farley,20.55,9.25,,155,25.3kg,Blue Moon Rising,Faith In Thee,$6.00
"Saturday, May 10",Muswellbrook (NSW),2,6,Rug 7,Bonus Payment (7),David Meiers,20.67,11.00,,576,34.4kg,Orson Allen,Zipping Fancy,$91.00
"Saturday, May 10",Muswellbrook (NSW),2,7,Rug 9,Urban Glamour (8),Lisa Fitton,20.82,13.25,,367,24.3kg,Fernando Bale,Banjo's Rival,$35.00
"Saturday, May 10",Muswellbrook (NSW),2,8,Rug 2,Suits And Boots (2),Amber Capper,21.13,17.50,,688,31.6kg,Aston Rupee,All Negoa,$7.00
"Saturday, May 10",Muswellbrook (NSW),2,SCR,Rug 8,Audrey's Express,Beverly Sandes,,,,,,Pindari Express,Santa's Real,
"Saturday, May 10",Muswellbrook (NSW),2,SCR,Rug 10,My My,Benjamin Spence,,,,,,My Redeemer,Destiny Bale,
"Saturday, May 10",Muswellbrook (NSW),3,1,Rug 1,Telford (1),Karen Sanderson,19.81,0.00,,111,31.4kg,Zipping Garth,Lady Jay,$8.50
"Saturday, May 10",Muswellbrook (NSW),3,2,Rug 8,Rosy Lone (8),John Collison,19.84,0.50,,632,25.6kg,Flying Ricciardo,Two Points Away,$6.50
"Saturday, May 10",Muswellbrook (NSW),3,3,Rug 6,Boom Boom (6),Brian Smoothy,19.85,0.75,,523,29.9kg,Ando's Mac,Collywood,$3.70
"Saturday, May 10",Muswellbrook (NSW),3,4,Rug 3,Halo Grace (3),Patrick Parrelli,19.91,1.50,,354,26.5kg,Fernando Bale,Allonsy Grace,$21.00
"Saturday, May 10",Muswellbrook (NSW),3,5,Rug 7,Just A Phase (7),Dean Clarson,20.01,2.75,,775,29.2kg,Fernando Bale,Fleur Brann,$19.00
"Saturday, May 10",Muswellbrook (NSW),3,6,Rug 4,Liar Guy (4),Benjamin Spence,20.15,4.75,,446,30.9kg,Aston Rupee,Magic Liar,$5.00
"Saturday, May 10",Muswellbrook (NSW),3,7,Rug 2,Catch The Tiger (2),Brian Smoothy,20.32,7.25,,267,29.8kg,Catch The Thief,Chickiano,$2.10
"Saturday, May 10",Muswellbrook (NSW),4,1,Rug 6,Blue Supreme (6),Robert Ryan,19.61,0.00,,431,25.1kg,Ritza Lenny,Itemiser,$5.50
"Saturday, May 10",Muswellbrook (NSW),4,2,Rug 1,Rolled You (1),Garry Kedwell,19.69,1.00,,212,30.1kg,Sennachie,Tiny Taro,$9.00
"Saturday, May 10",Muswellbrook (NSW),4,3,Rug 3,Radley Erskin (3),Melanie Mabbott,19.85,3.50,,763,33.4kg,Aston Dee Bee,Tralee Jaz,$2.45
"Saturday, May 10",Muswellbrook (NSW),4,4,Rug 7,Ruby On Scotch (7),Meredith Verhagen,19.89,4.00,,624,26.0kg,Fernando Bale,Shearer's Ugg,$2.80
"Saturday, May 10",Muswellbrook (NSW),4,5,Rug 2,Turbo Power (2),Meredith Verhagen,20.07,6.50,,855,35.6kg,Zipping Garth,Gunnadoo Jewel,$12.00
"Saturday, May 10",Muswellbrook (NSW),4,6,Rug 4,Sketchy Deliver (4),Dana Ivers,20.11,7.00,,546,24.6kg,Deliver,Urana Vee Eight,$10.00
"Saturday, May 10",Muswellbrook (NSW),4,7,Rug 8,Jerry's Mate (8),James Goddard,20.48,12.25,,387,30.4kg,Beast Unleashed,Yarn Bale,$31.00
"Saturday, May 10",Muswellbrook (NSW),4,8,Rug 5,Blazin' Oaklee (5),Dean Clarson,20.52,13.00,,178,33.2kg,Aussie Infrared,Regal Savannah,$51.00
"Saturday, May 10",Muswellbrook (NSW),4,SCR,Rug 9,Hooked On Jack,Meredith Verhagen,,,,,,Hooked On Scotch,Ruby Rabs,
"Saturday, May 10",Muswellbrook (NSW),5,1,Rug 3,Worimi Star (3),Jan Sutherland,19.49,0.00,,211,24.9kg,Hooked On Scotch,Monica Sapphire,$3.30
"Saturday, May 10",Muswellbrook (NSW),5,2,Rug 8,Fiery Chana (8),Robert Ryan,19.65,2.25,,332,27.1kg,Bewildering,July Allen,$6.50
"Saturday, May 10",Muswellbrook (NSW),5,3,Rug 7,Solar Bright (7),Katherine Mackay,19.97,6.75,,773,28.3kg,Fernando Bale,Solar Sky,$34.00
"Saturday, May 10",Muswellbrook (NSW),5,4,Rug 5,Keylin (5),Lindsay Davis,19.98,7.00,,124,24.9kg,Bewildering,Ketakey,$4.80
"Saturday, May 10",Muswellbrook (NSW),5,5,Rug 4,Clock The Zipper (4),Katherine Mackay,20.18,9.75,,885,34.6kg,Hard Style Rico,Ryall,$4.60
"Saturday, May 10",Muswellbrook (NSW),5,6,Rug 1,Keynan (1),Lindsay Davis,20.45,13.75,,666,27.4kg,Bewildering,Firekey,$35.00
"Saturday, May 10",Muswellbrook (NSW),5,7,Rug 6,Our Casey (6),Meredith Verhagen,20.55,15.00,,457,27.9kg,Barcia Bale,Go Lassie Go,$21.00
"Saturday, May 10",Muswellbrook (NSW),5,DNF,Rug 2,Recliner King (2),Meredith Verhagen,,,,548,26.3kg,Aston Dee Bee,Zakuska Zipper,
"Saturday, May 10",Muswellbrook (NSW),5,SCR,Rug 9,Hooked On Jack,Meredith Verhagen,,,,,,Hooked On Scotch,Ruby Rabs,
"Saturday, May 10",Muswellbrook (NSW),6,1,Rug 6,Red Digger (6),Peter Akers,25.07,0.00,,211,27.3kg,Flying Ricciardo,Queen Forge,$6.50
"Saturday, May 10",Muswellbrook (NSW),6,2,Rug 4,Super Unreal (4),Patrick Parrelli,25.30,3.25,,532,30.6kg,Superior Panama,Really Unreal,$8.00
"Saturday, May 10",Muswellbrook (NSW),6,3,Rug 8,Pineapple Juice (8),Amber Capper,25.40,4.75,,743,31.7kg,Allen Deed,Rixy Ya Pest,$15.00
"Saturday, May 10",Muswellbrook (NSW),6,4,Rug 5,Bago Sweetie (5),James Goddard,25.49,6.00,,654,30.0kg,Fernando Bale,Oxley Surround,$5.00
"Saturday, May 10",Muswellbrook (NSW),6,5,Rug 3,Tall And Dreamy (3),Dean Clarson,25.58,7.25,,425,30.6kg,Zipping Garth,Ragin' Force,$17.00
"Saturday, May 10",Muswellbrook (NSW),6,6,Rug 2,Tralee Luna (2),Melanie Mabbott,25.65,8.25,,186,27.7kg,Feral Franky,Tralee Anna,$1.90
"Saturday, May 10",Muswellbrook (NSW),6,7,Rug 7,Miss Energy (7),John Lawson,25.97,12.75,,877,22.9kg,Blue Moon Rising,Faith In Thee,$26.00
"Saturday, May 10",Muswellbrook (NSW),6,8,Rug 1,Spot On Fernando (1),Benjamin Spence,26.01,13.25,,368,32.3kg,Fernando Bale,Banjo's Rival,$9.00
"Saturday, May 10",Muswellbrook (NSW),6,SCR,Rug 9,Natsuko,Jamie Osborn,,,,,,Aston Rupee,All Negoa,
"Saturday, May 10",Muswellbrook (NSW),6,SCR,Rug 10,Tank Tour,Garry Kedwell,,,,,,Thirty Talks,Houdini's Niece,
"Saturday, May 10",Muswellbrook (NSW),7,1,Rug 4,Gus And Dodo (4),Jamie Osborn,24.81,0.00,,511,33.1kg,Aston Rupee,All Negoa,$2.80
"Saturday, May 10",Muswellbrook (NSW),7,2,Rug 5,Prince Rolex (5),James Goddard,25.18,5.25,,232,32.1kg,Zack Monelli,Fusion Girl,$12.00
"Saturday, May 10",Muswellbrook (NSW),7,3,Rug 6,Cash For Kota (6),Melanie Mabbott,25.19,5.25,,423,25.2kg,Aston Dee Bee,Mia's Hand,$5.00
"Saturday, May 10",Muswellbrook (NSW),7,4,Rug 1,Let's Trot Vixen (1),Amber Capper,25.57,10.75,,144,25.0kg,Good Odds Harada,Chevy's Donut,$3.90
"Saturday, May 10",Muswellbrook (NSW),7,5,Rug 9,Tank Tour (3),Garry Kedwell,25.62,11.50,,865,35.9kg,Thirty Talks,Houdini's Niece,$18.00
"Saturday, May 10",Muswellbrook (NSW),7,6,Rug 7,Corbert's Girl (7),John Eather,25.77,13.75,,656,25.8kg,Fernando Bale,Cayenne Model,$9.00
"Saturday, May 10",Muswellbrook (NSW),7,7,Rug 2,Bonnie Maggie (2),Dale Tolmie,25.78,13.75,,387,25.3kg,Fernando Bale,Miss Sand Storm,$21.00
"Saturday, May 10",Muswellbrook (NSW),7,8,Rug 8,Golden Effects (8),Brian Smoothy,25.91,15.75,,778,24.7kg,Fernando Bale,Special Effects,$5.00
"Saturday, May 10",Muswellbrook (NSW),7,SCR,Rug 3,In The Queue,Shayne Rodgers,,,,,,Flying Ricciardo,Wonelova Gunn,
"Saturday, May 10",Muswellbrook (NSW),7,SCR,Rug 10,Natsuko,Jamie Osborn,,,,,,Aston Rupee,All Negoa,
"Saturday, May 10",Muswellbrook (NSW),8,1,Rug 5,Bandit Sophie (5),Natina Howard,24.94,0.00,,311,25.0kg,Aston Dee Bee,Bandit Bonnie,$2.80
"Saturday, May 10",Muswellbrook (NSW),8,2,Rug 2,Trickle (2),Matthew Finlay,25.00,0.75,,442,32.5kg,Cosmic Rumble,Real Reward,$5.50
"Saturday, May 10",Muswellbrook (NSW),8,3,Rug 3,Get Up Tiger (3),Dana Ivers,25.14,2.75,,883,26.1kg,Beast Unleashed,Mako Mermaid,$3.80
"Saturday, May 10",Muswellbrook (NSW),8,4,Rug 1,Megara (1),Dana Ivers,25.25,4.25,,134,27.1kg,Pindari Express,Lagoon Sunshine,$14.00
"Saturday, May 10",Muswellbrook (NSW),8,5,Rug 7,Jungle Tiger (7),Scott Farley,25.28,4.75,,765,31.4kg,Jungle Deuce,Nangar Freedom,$10.00
"Saturday, May 10",Muswellbrook (NSW),8,6,Rug 4,Fascinate Vern (4),Steven Heggs,25.37,6.00,,676,32.4kg,Feral Franky,Esther's Diva,$3.80
"Saturday, May 10",Muswellbrook (NSW),8,7,Rug 6,Walker's On (6),Henry Norman,25.44,7.00,,227,29.3kg,Aussie Infrared,Dali's Dream,$46.00
"Saturday, May 10",Muswellbrook (NSW),8,8,Rug 8,Irish Miss (8),John Lawson,25.51,8.25,,558,29.2kg,Premier Fantasy,Sharnie,$35.00
"Saturday, May 10",Muswellbrook (NSW),8,SCR,Rug 9,Havana Rose,Richard Finlay,,,,,,Magical Bale,Havana Miss,
"Saturday, May 10",Muswellbrook (NSW),9,1,Rug 2,Cody The Champ (2),Melanie Mabbott,19.54,0.00,,211,28.8kg,Feral Franky,Princess Sparkle,$8.50
"Saturday, May 10",Muswellbrook (NSW),9,2,Rug 8,Canya Ablaze (8),Sarah Fellowes,19.70,2.25,,532,36.2kg,Good Odds Harada,Zipping Spring,$1.95
"Saturday, May 10",Muswellbrook (NSW),9,3,Rug 6,Mum A Key (6),Lindsay Davis,19.82,4.00,,753,26.9kg,Shima Shine,Ketakey,$18.00
"Saturday, May 10",Muswellbrook (NSW),9,4,Rug 4,Marvin Monelli (4),David Meiers,19.86,4.50,,324,32.3kg,Konomi,Ruby Monelli,$4.40
"Saturday, May 10",Muswellbrook (NSW),9,5,Rug 5,Elite Koda (5),Donald Andrews,20.34,11.50,,665,36.6kg,Wow,Sheza Party Girl,$8.50
"Saturday, May 10",Muswellbrook (NSW),9,6,Rug 7,Frosty Darling (7),Kayla Ollerton,20.40,12.25,,876,25.2kg,Mullaway,Frosty Sky,$81.00
"Saturday, May 10",Muswellbrook (NSW),9,7,Rug 1,Star Unleashed (1),Storm Stewart,20.53,14.00,,487,26.1kg,Beast Unleashed,Cuddle Me Cloud,$61.00
"Saturday, May 10",Muswellbrook (NSW),9,DNF,Rug 3,Midnight Man (3),Jan Sutherland,,,,14,30.2kg,Zipping Garth,Monica Sapphire,
"Saturday, May 10",Muswellbrook (NSW),9,SCR,Rug 9,Misty Breeze,Philip Munn,,,,,,Sh Avatar,Melissa's Queen,
"Saturday, May 10",Muswellbrook (NSW),9,SCR,Rug 10,Whiskey Jazz,Benjamin Spence,,,,,,Hooked On Scotch,Tralee Jaz,
"Saturday, May 10",Muswellbrook (NSW),10,1,Rug 2,Reel 'Em Sissy (2),Dean Clarson,19.19,0.00,,111,25.1kg,Flying Ricciardo,Mini Cousin,$3.10
"Saturday, May 10",Muswellbrook (NSW),10,2,Rug 1,Zipper Bank (1),Patrick Parrelli,19.31,1.75,,742,31.9kg,Wow,Sheza Party Girl,$2.25
"Saturday, May 10",Muswellbrook (NSW),10,3,Rug 7,Champagne Bliss (7),Charmaine Field,19.40,3.00,,223,24.4kg,Aston Duke,Lady Mimco,$3.40
"Saturday, May 10",Muswellbrook (NSW),10,4,Rug 5,Madawaska (5),Brian Smoothy,19.44,3.50,,334,26.1kg,Tommy Shelby,Silver Image,$26.00
"Saturday, May 10",Muswellbrook (NSW),10,5,Rug 4,Whiskey Boy (4),Graeme Ball,19.93,10.50,,855,32.4kg,Whiskey Riot,Little Prospect,$31.00
"Saturday, May 10",Muswellbrook (NSW),10,6,Rug 8,Fabulous Flame (8),James Goddard,19.97,11.00,,666,26.2kg,Fernando Bale,Fabulous Penny,$12.00
"Saturday, May 10",Muswellbrook (NSW),10,7,Rug 6,Speed Dial (6),Geoffrey Monish,20.01,11.75,,577,26.9kg,Hard Style Rico,Drakensberg Dot,$15.00
"Saturday, May 10",Muswellbrook (NSW),10,8,Rug 3,Tessie's Girl (3),Robert Ryan,20.12,13.25,,488,22.5kg,Zipping Garth,Super Funny,$91.00
"Saturday, May 10",Muswellbrook (NSW),10,SCR,Rug 9,Drink Moscato,Dana Ivers,,,,,,Flying Ricciardo,Drink Moet,
"Saturday, May 10",Muswellbrook (NSW),10,SCR,Rug 10,Deb's Pistol,Robert Ryan,,,,,,Flying Ricciardo,Pugsley's Girl,
"Saturday, May 10",Muswellbrook (NSW),11,1,Rug 2,You're So Fine (2),Charmaine Field,19.32,0.00,,111,25.7kg,Fernando Bale,Verstappen,$2.70
"Saturday, May 10",Muswellbrook (NSW),11,2,Rug 3,Midweek Scotches (3),Melanie Mabbott,19.57,3.50,,652,26.1kg,Hooked On Scotch,Wet Weekend,$19.00
"Saturday, May 10",Muswellbrook (NSW),11,3,Rug 8,Bandit Millie (8),Shaun Guthrie,20.19,12.25,,273,28.3kg,Good Odds Harada,Miss Money Bags,$2.25
"Saturday, May 10",Muswellbrook (NSW),11,4,Rug 6,Beauty Unleashed (6),Rhonda Stewart,20.24,13.25,,744,24.5kg,Beast Unleashed,Cuddle Me Cloud,$81.00
"Saturday, May 10",Muswellbrook (NSW),11,5,Rug 5,Urunga Express (5),Meredith Verhagen,20.28,13.75,,885,33.3kg,Keybow,Stormy Duchess,$35.00
"Saturday, May 10",Muswellbrook (NSW),11,6,Rug 1,Park Key Paw (1),Lindsay Davis,20.56,17.75,,326,27.4kg,Shima Shine,Ketakey,$8.50
"Saturday, May 10",Muswellbrook (NSW),11,7,Rug 7,Ginger Blazer (7),Brett Hastie,20.97,23.50,,467,26.6kg,Mepunga Blazer,Libby's Girl,$7.00
"Saturday, May 10",Muswellbrook (NSW),11,8,Rug 4,Vulcanite (4),Dana Ivers,22.68,48.00,,538,31.8kg,Pindari Express,Lagoon Sunshine,$9.00
"Saturday, May 10",Muswellbrook (NSW),11,SCR,Rug 9,Chicks A Thief,Brian Smoothy,,,,,,Catch The Thief,Chickiano,
"Saturday, May 10",Muswellbrook (NSW),11,SCR,Rug 10,Talk About Lily,Scott Farley,,,,,,Flying Ricciardo,Talk About Katie,
"Saturday, May 10",Muswellbrook (NSW),12,1,Rug 2,Poppy Lane (2),Tamara Ball,19.33,0.00,,211,27.8kg,Orson Allen,Little Prospect,$19.00
"Saturday, May 10",Muswellbrook (NSW),12,2,Rug 8,Nali (8),Dana Ivers,19.54,3.00,,422,25.2kg,Pindari Express,Lagoon Sunshine,$4.00
"Saturday, May 10",Muswellbrook (NSW),12,3,Rug 1,Black Beetle (1),Brian Smoothy,19.72,5.50,,563,29.9kg,Ando's Mac,Collywood,$2.45
"Saturday, May 10",Muswellbrook (NSW),12,4,Rug 5,Stole My Bone (5),Brian Smoothy,19.72,5.50,,644,30.9kg,Catch The Thief,Chickiano,$16.00
"Saturday, May 10",Muswellbrook (NSW),12,5,Rug 6,Smack Water Man (6),Amber Capper,19.76,6.00,,885,30.3kg,La Grand Quality,Lady Bee,$27.00
"Saturday, May 10",Muswellbrook (NSW),12,6,Rug 7,Ironic Aussie (7),Kayla Ollerton,19.92,8.25,,136,25.1kg,Aussie Infrared,How Ironic,$10.00
"Saturday, May 10",Muswellbrook (NSW),12,7,Rug 4,Just Tracey (4),John Eather,20.10,11.00,,757,27.9kg,Flying Ricciardo,Pugsley's Girl,$35.00
"Saturday, May 10",Muswellbrook (NSW),12,8,Rug 3,Diva's Delight (3),Steven Heggs,20.15,11.75,,378,24.9kg,Aussie Infrared,Esther's Diva,$2.60
